epoch,acc,loss,val_acc,val_loss
0,0.75853064901688516,0.49821076270411996,0.80155391778264728,0.43084476320516496
1,0.81132735925562238,0.45048139340737287,0.83948507479258949,0.39675144177107585
2,0.82036278107587024,0.41631481594899122,0.8184678029446375,0.43099937126750038
3,0.81860787412699532,0.39971363938906612,0.83162132757050655,0.37374394138654071
4,0.83934273579541374,0.37617030897561243,0.84166996110053294,0.35697908486638752
5,0.83175907625871548,0.37832646457587971,0.83662166907673785,0.37985207601672127
6,0.85209431998869956,0.35152145299841375,0.8775699379898253,0.30614573792332694
7,0.85108358228907866,0.33289407737114851,0.82888578659012202,0.35988070957717444
8,0.84996077067711773,0.33854751148644613,0.85464404594330556,0.34139989813168842
9,0.84464184887268967,0.37393410223371842,0.84077287997518269,0.35489733801001594
10,0.84358538599575272,0.3516620280111537,0.87184478697322665,0.29222244556461063
11,0.84774009339949663,0.34332989866242691,0.84970328069868539,0.34221982973672094
12,0.85287035072551054,0.33364197769585779,0.84593113902069272,0.34156876944360282
13,0.8412070561857784,0.36346742510795593,0.85296967341786334,0.33094992843412219
14,0.84204940164790432,0.34623432983370389,0.86063208892231891,0.31060315863717169
15,0.85039975012049951,0.34322455306263533,0.83589208835647222,0.35844580722706659
16,0.85212898044025198,0.33792634571299834,0.86200154679162166,0.31047270163184121
17,0.86854165021110985,0.29802595525979997,0.87235885716619943,0.28993730424415498
18,0.85917207984363331,0.33006936714929691,0.84670606823194594,0.35795910585494267
19,0.86046376228332522,0.31556785036535823,0.85822626664524981,0.30079498904801549
20,0.87932164739159979,0.27064408247961719,0.84410595468112404,0.36091426866395132
21,0.87466059502433324,0.29543919580824235,0.86979898100807551,0.31502143151703332
22,0.85235239968580356,0.33615109482232264,0.87674852354185917,0.28953946878512699
23,0.86259253796409163,0.31938182755428202,0.86471023729869301,0.30241419995824498
24,0.87474836040945614,0.29216450847247066,0.86940911554154898,0.29513206297443029
25,0.85279236155397753,0.32853895250488729,0.87337305716105873,0.2965948163043885
26,0.85949985069387103,0.31778090455952812,0.88108863291286288,0.28992650888505433
27,0.86096134115667899,0.31726491959655984,0.84476423547381452,0.33543476178532555
28,0.86085846634472118,0.31750684906454646,0.85311531310989741,0.32444216062625247
29,0.85491831372765936,0.32782548981554366,0.83947838771910899,0.34858886649211246
30,0.85856034545337456,0.31531611137530385,0.87259613758041743,0.28912397651445298
31,0.8795331022318672,0.27723316988524271,0.87324244635445736,0.28838784070242018
32,0.87638814449310298,0.29857167636646942,0.8657329877217611,0.31619994377806071
33,0.8716177673900829,0.29917162595426333,0.89263704277220224,0.25963922306185677
34,0.88026632070541377,0.29134247197824364,0.87300083750770208,0.30594366824343089
35,0.88046517091638898,0.28903921193936294,0.87396200923692613,0.29129732009910403
36,0.88536644613041593,0.275909961847698,0.89722741075924461,0.285822141738165
37,0.86847745390499342,0.30404406821026519,0.86247545622643973,0.3216610721179417
38,0.8836445640115177,0.27142726577380122,0.90518894082023982,0.23224773541802451
39,0.87776656571556544,0.29003129583947801,0.88904625177383423,0.25932291362966808
40,0.87784621364930093,0.28193477418492824,0.88982290313357404,0.26017390510865618
41,0.89595747414757221,0.24708825533880907,0.90373428946449641,0.23694112329255967
42,0.87881050951340622,0.28478063748163335,0.87901995011738365,0.27140077061596368
43,0.88467833294587972,0.27411107701413773,0.90024706863221671,0.24062958909642129
44,0.89435573465683882,0.25706435617278606,0.88357157934279673,0.27472566777751561
45,0.88904151355519012,0.25619591505211942,0.89493810704776222,0.24149598748910994
46,0.89306536211686971,0.25896743834018709,0.87270507074537729,0.28507375380113009
47,0.89243628557990584,0.2594223019831321,0.90226538976033532,0.23206417901175364
48,0.89688002221724561,0.25123068664003823,0.89415392705372398,0.24544907662840115
49,0.9024077801143422,0.23764636573546072,0.89053989450136817,0.25768509524918737
50,0.90650179526385144,0.23588342456256642,0.90091774719102047,0.24711245085511888
51,0.89543057890499345,0.24282194700311213,0.91928562238102862,0.20512929097527549
52,0.89915414487614354,0.23415176684365552,0.89383877459026517,0.25539345382934525
53,0.89818900332731355,0.25340974944479328,0.89175512251399813,0.26193777099251747
54,0.91723483310026277,0.21915015902589349,0.90163583272979375,0.25450467016725314
55,0.91470251293743354,0.21546862265642952,0.91942727140017921,0.2006194470893769
56,0.91205215383978455,0.21248629198354832,0.89370790975434444,0.25691612934072811
57,0.89811042477102843,0.23669474116143058,0.90483685334523523,0.22840008600836709
58,0.90989573142107794,0.22367658343385247,0.91219845414161682,0.21332530216092155
59,0.90757739614037902,0.23804136628613753,0.92652438793863567,0.18865084949703442
60,0.91866734869339883,0.19786112799363978,0.91237532524835496,0.22659712213845479
61,0.91580090522766111,0.21135174220099168,0.93327105896813534,0.16534325977166495
62,0.91813491582870488,0.20971865355968475,0.90702465460413984,0.23420004245071185
63,0.91403006595723768,0.21258822736494681,0.91314723094304406,0.21545324820492948
64,0.91233328510733214,0.21635839904055876,0.89012200917516437,0.25183935552125886
65,0.92453820004182707,0.19072703649015987,0.93345738592601957,0.16238114450659072
66,0.91240554487004,0.21034405209562357,0.9237761383964902,0.18659685445683344
67,0.91838260328068455,0.19581448234179441,0.92651735459055218,0.17902976788935207
68,0.92543061550925765,0.19191425319980174,0.92514708638191223,0.18535166393433297
69,0.91829457703758688,0.20569756258936489,0.92153163325218923,0.18429027231676237
70,0.92642119491801544,0.17957550059346591,0.92176981199355357,0.18129070599873862
71,0.93023097444983094,0.18322114203782641,0.90739232727459496,0.22246966067524182
72,0.92414166927337649,0.18424693048000335,0.92347620356650584,0.19468458812861217
73,0.92326356803669651,0.19156856997048152,0.92502280927839731,0.1884214352993738
74,0.92238620519638059,0.19122007708339131,0.92210725943247474,0.22322501650168783
75,0.92504179267322317,0.18324549737222054,0.93189857545353116,0.17124805634930021
76,0.92178650884067315,0.18471771873095455,0.92668473578634714,0.18546363551701819
77,0.92204725321601422,0.18858368629041841,0.92735801991962252,0.190702326773178
78,0.92764561947654278,0.18036350292318007,0.92110227403186618,0.20675529291232428
79,0.9333901489482207,0.17021625217269448,0.93251968707357136,0.16308142723781721
80,0.92964993715286259,0.17548810936072293,0.93099129341897513,0.17074548116042501
81,0.92931500182432292,0.17149057068368967,0.93476854051862446,0.16388176754117012
82,0.93616379920174098,0.16108173657866084,0.94300649989218943,0.14203911984250658
83,0.93423546482534969,0.16697040761218351,0.93363818242436358,0.16555957513905706
84,0.9270521830109989,0.17942154687993667,0.93996616488411311,0.15345734535228639
85,0.93651425908593566,0.16576914077295976,0.92251959868839806,0.20104468134897097
86,0.92598531526677752,0.1857668060590239,0.92979879322506132,0.16861860542779877
87,0.93344001068788418,0.16673376192064845,0.9264915528751555,0.23999269599361078
88,0.92951520471011895,0.17842728188809226,0.92904969056447351,0.17535835894800367
89,0.93958480708739334,0.16070191676125806,0.94042835491044185,0.14937278353387401
90,0.93786756641724534,0.15388799414915197,0.94584785898526513,0.14443795711156868
91,0.92527620652142695,0.18920631342950989,0.92157299887566335,0.19769929101069769
92,0.93364482136333693,0.16934835384873784,0.93448615783736821,0.15534051720585143
93,0.93627686640795538,0.15724595907856437,0.93310404249599999,0.17413013676802316
94,0.92695530863369213,0.1911749926121796,0.92784899047442848,0.1831718548422768
95,0.93131248950958256,0.16903770105803714,0.93701413557642987,0.16811484027476536
96,0.94414407926447252,0.14271236092728726,0.94655324305806843,0.13758393598809129
97,0.93445876556284291,0.16447327960939967,0.92645963316872004,0.18730545247949304
98,0.93116428641711968,0.17470647832926581,0.94197427658807664,0.1458311038357871
99,0.93398367727504061,0.17021876744487707,0.93318844267300194,0.16761879356844084
100,0.94282558455186727,0.1455423412954106,0.95264828914687749,0.12403862071888787
101,0.93813206869013166,0.15145640618660872,0.92489265827905565,0.18240239533285299
102,0.9379756022902096,0.16870904332574677,0.93442435775484356,0.17430802683035532
103,0.94155663392123057,0.15168456724461388,0.93645284715152921,0.16228837803715751
104,0.93691169233883131,0.15684824327335639,0.92815431242897395,0.17076331430247851
105,0.93863130807876582,0.16397514286286691,0.93168050192651297,0.16132957115769386
106,0.9341498550246744,0.16400854894343544,0.9341619525636945,0.16553492888453461
107,0.9410322687205146,0.14695837418822683,0.94337800287065054,0.14291481913200446
108,0.94057696286369774,0.14907539578921655,0.94258124771572294,0.1479876632136958
109,0.93727090358734133,0.15693297758698463,0.95042450796990163,0.13067567703269778
110,0.93835940501269177,0.15384414752616601,0.949821188336327,0.13761127970757939
111,0.94318098601172951,0.14050338132416501,0.93761695140884038,0.15298844758598579
112,0.93482893845614268,0.16007048982907743,0.9471724643593743,0.12957337968761012
113,0.94080469818676216,0.14680787241634199,0.93875305141721455,0.14722042105027608
