epoch,acc,loss,val_acc,val_loss
0,0.52609650963231136,1.3164163363607306,0.49094205317289935,1.0383471587429876
1,0.5201754582555671,1.2328444474621822,0.49003625175227289,1.2166666984558105
2,0.51315790979485765,1.2789262244575903,0.38949276571688446,2.7188967621844746
3,0.53223686375116042,1.1433487452958759,0.47463769498078717,3.3924272889676303
4,0.51907896807319243,1.1555681623910603,0.48369567031445709,3.180264597353728
5,0.51820177498616671,1.1186655684521323,0.51539856195449829,6.5607666140017304
6,0.48947370115079381,1.1170943122161061,0.50724639452022058,7.5554401356240977
7,0.50460527978445358,1.1046475253607098,0.49184784811476001,1.1448282754939536
8,0.50328949093818665,1.0677453066173352,0.33061595261096954,1.1046062889306441
9,0.507017562577599,1.0379435432584663,0.48641306161880493,1.0838711650475212
10,0.51403510727380453,1.0090711129339118,0.48913044903589331,1.0027604232663694
11,0.53201756195018168,0.98977473723260978,0.49456523423609527,1.0214621657910554
12,0.51600879054320481,1.0086088280928762,0.53170291755510413,0.95894997275393945
13,0.51425440499657082,1.0140197484116806,0.53985509405965393,1.1044423217358796
14,0.53026317608983897,1.0118394161525526,0.52717392859251599,0.98502474764119019
15,0.52982458534993626,1.014563176506444,0.5253623374130415,1.0647097178127454
16,0.53004387773965533,0.98773542391626457,0.51358697725378943,0.98502837834150891
17,0.52565791042227494,0.98324167101006754,0.54076088511425513,0.96709453541299573
18,0.51513159620134452,0.99285150515405751,0.54076087733973632,0.97188171355620678
19,0.53092107145409839,0.97894387558886875,0.52173914727957349,1.1368307056634321
20,0.53464913901529809,0.97349146792763153,0.52445654506268713,0.96627936933351599
21,0.54320177341762343,0.97142497740293809,0.54438407654347631,1.1930121287055637
22,0.53793861583659519,0.96071874656175316,0.52536233482153516,0.91059660393258801
23,0.53399124459216474,0.96876500782213715,0.50362320956976514,1.0244855051455291
24,0.52258774010758646,0.98864598148747496,0.49184784163599427,1.2505085105481355
25,0.55000001944993671,0.96200647667834638,0.50996378971182776,0.96719675997029175
26,0.53991230130195622,0.95100718673906826,0.54619567549746972,0.95705593668896216
27,0.55372809108934906,0.92947841694480493,0.50634059828260669,0.96295111853143445
28,0.5515351072738045,0.93486368969867106,0.54257248147674231,0.95241026515546057
29,0.55153510915605641,0.94015146054719623,0.56250002591506298,0.95145682407462073
30,0.54517545919669297,0.94065178319027554,0.56974639840747998,0.90313760612321936
31,0.53837721128212779,0.96265001171513609,0.46648552754650946,1.0802936553955078
32,0.55855265008775812,0.94573508689278052,0.55253625563953235,1.8870317780453225
33,0.55789475503720731,0.94552040037355922,0.54619567290596338,0.92882265474485315
34,0.552631601220683,0.93343400076815952,0.53623190133467968,0.99128018513969751
35,0.5701754626474882,0.91569408303812927,0.53894929004752112,0.90781288820764294
36,0.55109651182827202,0.9444939500407169,0.55615943670272827,0.93257440173107642
37,0.55701756351872489,0.94142872848008807,0.51811596362487133,1.2887231526167497
38,0.5510965133968152,0.93827053496712132,0.54347827641860302,1.1054990602576213
39,0.54583335456095239,0.9450204259470889,0.57608697336653003,0.89948092336240026
40,0.54583335236499186,0.94401313442932933,0.53804350028867309,1.2183900993803274
41,0.56885967066413479,0.91512768582293857,0.53894929134327429,2.009194710980291
42,0.5355263352394104,0.96666708494487563,0.57336959113245423,1.0280413005663001
43,0.5576754554321891,0.92237483200274017,0.57065219075783435,0.96704784942709876
44,0.5535087889746616,0.93493152856826778,0.56974640099898632,0.98760810364847595
45,0.55460528386266605,0.93424678601716693,0.56612320827401208,0.91415394907412317
46,0.56710528229412283,0.93300390431755464,0.55344204798988672,1.0132434938264929
47,0.54561405464222557,0.94265176371524206,0.41032610120980634,3.8347720581552256
48,0.55745615833684015,0.94116745873501428,0.53351451132608496,0.95985686001570325
49,0.56557019666621555,0.93484033095209218,0.50090581437815795,1.645252499891364
50,0.55745615802313153,0.9392373147763704,0.52536233870879467,1.2329018401063008
51,0.55307019603879826,0.92677616759350423,0.5371377001637998,1.7533809361250505
52,0.54495615739571424,0.95568266918784694,0.55887682671132299,0.91859035906584363
53,0.56995615959167478,0.92136920063119188,0.53351451521334436,0.96744074510491418
54,0.54276317765838222,0.94552713946292277,0.57971016609150428,0.95856262030808825
55,0.54342107270893303,0.93332456350326543,0.52807972742163611,1.0096360263617143
56,0.55877194937906771,0.91963543891906741,0.51902175338371936,1.0901121160258418
57,0.56271931874124625,0.93495941162109375,0.51902176115823828,1.2579150536785955
58,0.55087721316437976,0.92570458462363792,0.50271741074064502,1.0608747705169346
59,0.55877194875165037,0.92490118177313552,0.51268117842466931,0.97541206815968384
60,0.57434212879130719,0.92186061708550704,0.59873190133467968,1.140279751756917
61,0.52938598488506516,0.94360442098818331,0.58152176245399145,0.9315616618032041
62,0.54890352801272746,0.94115096707093093,0.5144927786744159,1.0702135692472043
63,0.55657896932802697,0.91595871385775118,0.53260871379271801,1.0673374196757441
64,0.56820177279020612,0.89644053296038984,0.53623190781344543,0.93794829430787463
65,0.56688598268910462,0.9116142636851261,0.54710147303083667,0.95123763965523767
66,0.54890353209094001,0.95543605528379738,0.56250001943629724,0.89676812161570008
